Comment,Author,Comment ID,Like Count
The hell did I just watch........ Don't stop bro.. THis is fire!!!,@limpdklittle,UgxTLj8lG6Woc64D1nZ4AaABAg,3
"You can forget keens , but you can't forget god",@JocelynneHamilton,UgxGGL-8dUHUxBT6bJ14AaABAg,0
Never thought a 5 minute video could make me cry every time I watch it,@zaviyargul,Ugxn3VjlJyp4LsAqjIJ4AaABAg,4
"Rip we lost a true legend 🪦🕊️
May he rest in peace",@EpicEdits-h1g,Ugz03CeEggexmX010Ot4AaABAg,0
"""And so, finding no more mortal combatants worthy to face, he journeyed to Heaven, to take on God in single combat.""",@RoanSpiralMcgee,UgzV02JYZTjAwgF8N814AaABAg,1
Halfway to 3 years without this legend,@princessoffall,Ugw4o6RTo4Dlf8tcKdN4AaABAg,0
"Rest in peace, Technoblade. Your legacy will live on forever, both in Minecraft and in the hearts of millions. You were more than just a gamer—an inspiration, a legend, and a true warrior. Thank you for everything. You’ll never be forgotten. 
Technoblade never dies. Fuck cancer",@Skuller9000,UgwsFDQwsOyHYXbhfkN4AaABAg,1
🥲🥲🥲🥲🥲🥲🥲🥲,@RandomVids23456,Ugwa4BRB-0Bca6_ffYt4AaABAg,1
TECHNOBLADE NEVER DIEEEEEEEEE,@tora-spring,Ugy8ZjY3iCWlIJjFolt4AaABAg,2
"he keeps me motivated, he was and angel of blood amongst humans,he fought until hil last breath..literally
one day i wish to be 1% as good as him .
Rest In Power Technoblade",@lordofgames4506,UgxMUYp6spH64n3fwwl4AaABAg,3
even today this video is such an amazing tribute the the legend TECHNOBLADE NEVER DIES!,@holysenko4753,UgzsG5auKoeQA-C1MUZ4AaABAg,2
I miss him :(   o7,@thelordfern_,Ugx51E5ZrdXDTxf29_14AaABAg,0
we will all miss u techno i hope u have a great time in heaven u were a great legend i hope that u still lay in our hearts.,@HollieMarie582,UgzPn7b_cD2MotZ5RCp4AaABAg,3
"Did not die he respawned in a more peaceful place 🕊️🕊️🕊️🕊️🕊️🕊️🕊️







Fly high King 👑 
                         🐷
                         🥇",@Lunathe_therian-f4y,UgzB0D5V2V_TSmaotMR4AaABAg,1
I watched it again and it brought tears to my eyes... It was beautiful thanks,@ildegarnecoene864,UgxRzw4IRruI8TpKgeN4AaABAg,0
This had me crying,@jruesbigworld,UgyY6FmCdfklt9U3OzF4AaABAg,0
TECNOBLADE NEVER DIES,@PhoenixBirdO,Ugyuzec2D29-56K0yVl4AaABAg,0
It has been 2.5 years.,@TheMemeLord700,Ugxbu7tYPqLeWFtzPmR4AaABAg,0
"The only reason why I watched Minecraft Monday.
The only reason why I watched SMP Earth.
The only reason why I watched Hypixel Skyblock/Skywars/Bedwars.
The only reason why I watched Minecraft Championships.
The only reason why I watched Dream SMP.
The only reason why I watched Minecraft Hunger Games.
The only reason why I watched Minecraft.",@onehandgaming-c6r,Ugy1_6T4E7PLxpNzQvN4AaABAg,0
you know i was getting sad at this video and when 3:23 came in i just started laughing my ass out 😂,@LimePiece24,UgwLpruV93Q4VOmVk0x4AaABAg,1
I miss him forever my life is not a fun one but this is something that gets me to show a bit of pain,@XavierBennington-ty4qw,UgzLIBoKAZ9RDfw9Yw14AaABAg,0
"this is a tribute, wich techno wants to see/ i think so because he wants thaat he became a funny and brutal person.",@иванведутенко,UgwzVBgMOBM3rQ7trOR4AaABAg,0
"Technoblade the movie end credits:

































#TechnobladeNeverDies😮",@Sub2MilesMorales,Ugz4nUXJV9dfG7YwPnV4AaABAg,0
almost 3 years…,@falconseye22,UgwsM-fPwbr7-Yf2_lF4AaABAg,0
"The “I WANNA FEEL LOVE AND PAIN” hit me real good-
Tecnoblade never dies!!",@Sand_bucket,UgxutwK-OSMQNa91GbV4AaABAg,0
This made me tear up. A YouTube video has never done that to me. You're incredible ❤ techno's incredible ❤,@lonlylwasnnothere,UgwLoqyNXwD4V1LmxdR4AaABAg,1
Gone but never forgotten Rest In Peace you will always live on in our hearts,@AuroraGames201,UgyeJxHlbVSmMUfnc514AaABAg,0
"Live on king, You will be missed.  I love Techno's  vids,I will also have to say the ART WORK.ON THIS IS AWESOME!!!  Rest In Peace King. ❤❤❤❤",@joycesims6618,UgyLH0IjAbQXHNNtYzZ4AaABAg,1
He didn’t deserve it man it just sucks,@nobodyhere9642,Ugzm8U_g5ppKCd7KSsx4AaABAg,0
Goodbye technoblade you will be missed❤❤❤❤❤❤,@Scaryxo12,UgyLeAeBae_fKnyyBfB4AaABAg,0
Long live technoblade,@V01d_180,UgzJ5uxvy09KVF18_vJ4AaABAg,0
"We will miss you “Technoblade never dies!!!! ❤️❤️❤️❤️

”",@EdG-t5g,Ugx4ERmJ3Zb5rGptFkx4AaABAg,0
TECHNOBLADE NEVER DIES!!! NOT EVEN CLOSE BABYYYY!!! So my tribute to techno is being the techno of any of my friends worlds I will chose blood in the name of techno he shall remain in all of our hearts-Archie the axolotl,@Steampunk-e5b,UgwBatSH3dqb6SuCXQF4AaABAg,0
Techno is 1 Alexander the great 2 guy with cancer 3 droped outta college guy 4 blood God 5 never dies guy 6 literally the most powerful God to ever exist,@nishantjha9446,Ugz1-2GtA7Ne13EggEN4AaABAg,2
W end music,@inkle21-yb8xx,UgxPK4wpDiR4UbspTWl4AaABAg,0
Technoblade never dies!😢,@emmapierce9384,UgzK4SsFTqbZSyJkcHh4AaABAg,0
Why do the good ones die first….,@LaZySloTh12,UgyrR6LdOyugkgOGRF14AaABAg,0
That couldve been me! #Technoblade_never_dies,@SisiliaTuisue-o7f,UgwfLJDVDhop_56Uj0R4AaABAg,0
1:08 and 1:09 i remember the squid kid said smt like techno was doing potato farming at a unhuman rate XD,@ygyugyuguytyftyftyfytftf2073,UgzQ3-otPudy2dhf6a54AaABAg,1
this shit got me bawling bro fuck you (affectionate),@F0rtuneLT,UgyBNfvoYYFmjVHXzgZ4AaABAg,0
He didn’t die he just entered a cubic portal to another dimension😢,@Carsonmccartney,UgyxF2dYNHnevg7QLdt4AaABAg,1
"Wow. I dont know what to say. I love it, but love doesnt feel enough. This is insane. I love the animation. I love it so much. Probally one of my favorite tributes tbh",@anivulpes,Ugx2FgWlhJLktQ1TA-p4AaABAg,0
Blood for the blood god,@HBWB12,UgwuvxybG4mBvzB0R1t4AaABAg,1
i miss him dearly,@futsol,Ugy9Dl6X1NljgyYtP-R4AaABAg,0
"october 24, 2:30 am, watching this tribute and many other video of him makes me still cry, we miss you king",@Gh.ost_,UgyO30jh1WTYDC0R1ZZ4AaABAg,1
I tried so hard not to cry...I failed,@haddisteffen2897,UgyFRDIabUIQL4vd1mp4AaABAg,0
It's almost 2025 and I'm rewatching this. I'm not the only one right? 😢❤,@Kakashi-v5,UgyF0baTF0prour8ccV4AaABAg,1
YOUTUBE WHY DID YOU HIDE THIS FROM ME FOR A YEAR??????!!!!!!!,@WillowMarigold-u2n,UgwNA9l5ktpaJCuwPC54AaABAg,0
Thank you,@JacksonVolleyball,UgybCKbZWDOcij7pTA14AaABAg,0
WE still havent forgot,@Takeawayjustin,UgwWrVhhbFPwBgRbb0l4AaABAg,0
We will miss u tecnoblade ❤❤❤❤❤❤❤ we all love u,@tinkerboo4809,UgzHiSbcBcTAnSb0y8d4AaABAg,1
"Wow, this is absolutely insane, thank you for this tribute to technoblade. 
TECHNOBLADE NEVER DIES!",@Natthanael23,Ugxbf8mz0ce218v0vtl4AaABAg,0
Thank you man,@yahtawiyahya,UgyByxd39_vSvc-Ospt4AaABAg,0
best thing ive seen in forever,@ZapterFN,UgyBpB5b6kURNwKLJjR4AaABAg,0
"Ever since he died, I've been falling apart.
(Examples:)
•Uninterested in classes
•Falling behind in schoolwork
•Started picking fights
•Closed off
•Hating myself & everyone
•Suicidal thoughts(only sometimes)
•Randomly hurting myself
•Cry every once in a while
•ETC..

   I hope everyone is better and no one experiences what I do, I know I'm A random person on the internet but I want you all to know:

•You're important.
•You're loved.
•You're needed.
You're wanted.

- From,
        Jinx K. Ryu
•",@WillowMarigold-u2n,Ugz8PKUqwVtVgA5mJQd4AaABAg,3
Technoblade is a legend👑🐷❤️🪦,@PERETJanikaL.,UgwOvsy9JSaZkuuRejx4AaABAg,0
technoblade never die in our heart😁😭😭,@justinsamson63,UgwNUHYEkT5xHwLfsMx4AaABAg,1
This is glorious I will never forget listening to this,@commanderturtle4636,UgxIPAOqptTxIQmC9bF4AaABAg,1
Your so sweet even though I just heard that technoblade died by cancer this is still so sweet and emotional 🩷🩷🩷,@luivincci,Ugw6yvI4JlZ0eASGLut4AaABAg,1
it has been 2 years and i still cry to this everytime i see this ❤‍🩹❤‍🩹 don't stop animating,@maddisonmiller9627,Ugy5ZAOKTup3GSgd4ZF4AaABAg,2
Tecnoblade is in the heart of the Minecraft community and will be remembered for ages,@LeandroGerenton-r5b,Ugx9nbyfGc1eVBV_cxJ4AaABAg,2
Man I love technblade,@AnimeFan-lx3gj,UgwI3gNqBQhhihyUPQZ4AaABAg,2
o7 Technoblade,@aussieisfisho,UgxO5wj8JuF211QldGJ4AaABAg,1
It pains me immensely when I think that he can’t see all of the beautiful tributes and how much he impacted everyone :(,@ApollyonWB,Ugy7YCRmlkSFjxePINN4AaABAg,1
"Amazing mate, 

Technoblade. He will never die. People don’t die when they leave their body, they die when they are forgotten. Techno will be forgotten",@Jayce_editzz,UgxGT4k2QJrLgUfgdbJ4AaABAg,2
"Very good option to music, literally describes Alex in everyway (R I P TECHNO WE LOVE YOU TECHNO) good job cowokie for making events describing what Alex did in his legacy (I liked the potato wars and how techno beat a squid kid. :) )",@anonyonce4444,Ugx58e1IQjvE7ZW27GB4AaABAg,2
"October 2024 and this nearly made me break into tears.

You did awesome here, a perfect song for Techno.
While we all miss his presence, his spirit's out there, being a legend.
After all . . . Technoblade Never Dies!    07",@hbom1495,UgymtuiRZU7t8lqZI414AaABAg,6
You know it's still heartwarming when so many still have the ribbon on their skins even now,@ThatAceCrow,UgyRfXRyrE-GAC4XtvZ4AaABAg,2
well... damn. I guess I'm rewatching a bunch of videos again. Whew boy.,@n0thingnothing317,UgyUA7DnnpneW2sgw6V4AaABAg,1
"Hey, just to let you know I never knew him as well heck I most likely found his channel when he was practically knocking on death’s doors. But I believe he would love this if he was still alive and I like it too so keep up the good work. Do not let his memories/legacy die in vain.",@ZachariasWesson,UgybGw8HsIdROY36O5J4AaABAg,1
I miss techno he was my idol 😢,@stephenpena7020,UgxTixofI6muafNmtod4AaABAg,0
"Two years.

Two Years.

How much of an impact you really had Techno, to be missed by so many two years later.",@nightfall4031,Ugzd6d1TbdadjZI93_V4AaABAg,0
the only way this could have been a better tribute were if it was an original song,@chrisbos1298,Ugw8pYP8ax7su4bQFld4AaABAg,0
"1:50 
""You can't heat images-""
Me: ""FOR FUN?!""
Tecnoblade never dies ❤️🐷🎗",@Danonino17,Ugw6o-Bim6QVAOXirnB4AaABAg,0
Techno was truly one of the best youtubers he was one of the few who weren't full of themselves and was actually a good person (besides starting a war and murdering tons of ppl) me and my brother would watch him together and I still find him watching techno today he was truly an inspiration and an amazing person he will never be forgotten fly high king 👑🐷 BLOOD FOR THE BLOOD GOD,@ThatOneGayArtist-b9q,Ugyi5K_Ooaqtd5k7NBx4AaABAg,0
"Don't give up try your hardest and its okay to cry and if you would get pushed down but get up and push back and if you get in trouble don't let that affect you and keep trying your best and be good and make new friends lose some friends nobody lasts forever in your story and you will fight with people that you are super close too you might not and still do good in the world be the good, kind, nice, and caring person in everyone else's story and be yourself and don't chance anything about you and I personally would say to you is to have a good and a amazing life and be successful in the future.",@JakeNightstar,Ugzlsb3o70j_d0m8qih4AaABAg,0
This makes me want to cry and to watch all the techno videos I can,@Yes_its_me_spooky0o,UgwE1oRwZywYMMtwWWx4AaABAg,0
How did I not see this before oh my god. Rest in peace Techno ❤,@Seagull110,Ugw6l9MsNF4xMYDDt_t4AaABAg,1
🫂 2:02,@Nathantombofthemaskandmore,UgzuNBKflXURzRDlX_F4AaABAg,1
Rip techno,@OliviaKitzmiller,UgxROAgWyRsLDPXMrAh4AaABAg,0
😢🥹🥺❤ r.i.p 😢,@MaylysEnfant,UgwaFqBE7iSa4_BsTTF4AaABAg,0
Techno blade never dies. This was an awesome animation. Technoblade was a legend. ❤️,@Sweet_BlueMoon_Wolf,UgxLctk26q-mKhqDcHt4AaABAg,1
"Fuck man, just wow. Keep it up.",@kirstydelacour1354,UgxtGSfBSdvJ9tlF5yt4AaABAg,0
R.I.P KING!!!! <333,@SNOW_LEOPARDS101,UgySx7wTHWopL9d4HDd4AaABAg,1
"In an alternate timeline, there's a Technoblade with just one arm.",@geenoix2357,UgwxuKA17wl5m47iCih4AaABAg,3
Everywhere I go I see his face..,@StoneMinecraftDude,Ugw0qVYmjNCvOmYNdqJ4AaABAg,1
Im sure he had no regrets he has died a hero and his legacy is amazing,@Frankie_and_fwoggie,Ugyf7n5GGzC8cjQZ5aB4AaABAg,3
"If that last part is actually techno, that's the first time I've heard him swear.",@JordanPorter-b6m,Ugy26UDHPGGXJBnwr0h4AaABAg,1
this is a great fucking tribute,@Buzziebee760,UgzGu_TojbbKJCTWDhp4AaABAg,1
This song belongs to techno now.,@goosehjonk9111,UgzZFJpHQK2BYsPDFYd4AaABAg,1
Man I miss 'em,@frozenphoenix7419,UgzhnLcmbvftHq49U994AaABAg,0
Very few videos can bring me to a state where I want to ball my eyes out in a good way. Thank you for making this.,@AmberAxo,UgxddWUWrT_Sq382fjR4AaABAg,2
I watch this a lot actually every time it pops up every time I feel like I’m not worth it I watch it when I feel like I should just end it and it honestly makes my cry every time I watch it it help so much,@tyrellwhittaker3259,UgxVFfBu5IfAmqhuTMt4AaABAg,1
"This is absolutely beautiful, despite this being posted a year ago, i still find myself rewatching this every other week. This is awesome, in every way.",@LUCIUS_underpressure,Ugzbc20PSVAM1q96P994AaABAg,3
"I was literally shaking my hands at the end of this

Random rant

The day Techno was announced dead, i was at a friends house after school and we we're going through tik tok and when we saw a video about it, i was unknowingly holding back my tears because his death unexpectedly hit me harder than i would have expected 

o7 Technoblade",@That_Possesed_Hunter_Wittebane,UgxoXpMLYMI-z7J4T1J4AaABAg,0
TECHNO NEVER DIES BABY!!! Also I draw fan art of techno every day,@kennygalloway1528,UgxH1tCyXJxJ_pdwMHh4AaABAg,1
"My favorite YouTuber, forever and always",@TheHedgehogGiraffe,UgyEGrOmrDBOVRtaFeR4AaABAg,0
wow its been two years and im going though these viedos about him and every one i watch im crying and crying but there is no end or ecscapeing it just letting it happen and as im writing this i am still crying to my hearts passion for the past 2 hours just thinking about how many things he has done for people and i just cant belive that this happedned goodbye the one true king.,@Colin-z4h,Ugxqih8SRhD-9vvD30J4AaABAg,1
When im older im getting a technoblade tattoo,@AniyaFisher-zq3sq,Ugxv-LKsIuQpLS3XYbN4AaABAg,0
"My heart is hurting so bad....😭😥

(amazing job, the animation & art is wonderful!)",@Anney-Lethy,UgyznswLD5FrpybMT8Z4AaABAg,0
"Man… I can’t believe I’m just now seeing this what has it been 2 years?
This brings back so many memories of his videos I only started watching techno a little bit before he died
His videos were so funny and just made my day that much better 
Rest in peace king 👑",@McDiceX_D,UgwiqofGorVFSgbWCLB4AaABAg,3
Incredible this is the best video on YouTube outside of techno himself thanks you deserve the the praise you have got from me and the rest of the community,@NikkiEricksen,UgzXqDGg87dVg8fHEhN4AaABAg,0
"It doesn't matter how much time passes I think I will never be able to forget him and everything he has done, when I will have kids I will show them his video in hope they will understand how much of a great person he was.
He left a mark that will never dissapear in my heart, rest in peace Techno we will forever remenber you and cherish every memory of you. Blood for the Blood God !!",@etnyox2993,UgyQoWnlaSCUbBZU0Y54AaABAg,0
I come back to this regularly. I only learned about Tecnoblade 6 months before his passing he was amazing.,@dragon5eyes,UgwhplMijHs3hBMC7Yd4AaABAg,0
Woah I’m early,@Noobio1,UgzhrPlUXOLgxmSQL_h4AaABAg,0
Is it weird that I feel like crying 😭,@Alexa143skz,UgzGpRpfguK-9IB8ikh4AaABAg,2
"Yo this edit DOPE, any tips you could give me for editing and yt uploading? (I just started on YouTube)",@Ibaven-theonly,UgwFGdx171QeTdZeWnZ4AaABAg,1
"even after 2 years it still hurt and it probably will always be the case, I miss you techno, I really do...",@nahlyo,UgwKf-uckNZ8C6sVCFB4AaABAg,3
I cried watching this… thank you Cowokie,@Alim-u5z,UgxKGGmulEjpXhcH4jl4AaABAg,4
"Random person: how many times have you watched this?
Me: yes
Love the animation!!!!! It's amazing!",@oceanlove482,UgxHgLA_1Kt5Pmaqd9t4AaABAg,0
I can't HEAR YOU I DONT FEAR YOU!!!!! I CANT HEAR YOU I DONT FEAR YOU!!!!!!!!!!!!!,@SPARKYOILVER132,Ugxp_pY1DyUm-nvF21V4AaABAg,0
"I loved this, this is BEAUTIFUL!!! That opening animation... chef's kiss! And the images of all the good times had me bawling my eyes out and an eyelash went into my eye XD

---

I was actually afraid of watching this for a while, but I finally got it in my feed again and... I'm glad I clicked on this video. It was nothing I was expecting, and yet... even more than I ever could have imagined? If that makes sense. This is a beautiful tribute to his legacy, and I am so glad that you made this, I cannot put into words to describe how wonderful this was to watch and experience.

Rest in Peace, Technoblade.",@Sylrene_theFaery,UgzOAJHcIYTS_TAZ2QB4AaABAg,1
Im still here,@Pikalisek,Ugzw5PNY-u7BYv0wCox4AaABAg,0
"great video , watched it like 50 times but there is one thing missing TECHNOPLANE .",@dheergoel7488,UgyL32R-l8fy9-pGoJh4AaABAg,1
😭,@Sharklover09879,UgyRnZmOtIhgqDqkRXh4AaABAg,0
"3:21 man, still a banger",@CthuluMC,Ugy1gfJ4KDB5_6B3HRd4AaABAg,2
"It's bin 2 years
The fall of The blade
The rise of Tommyinnit
The reveal of Dream
The abuse of Wilbur
Let's hope nothing else happens.... Techno wouldn't be happy...
And I would be crying...",@SanneKetels,UgwdzvZ-gu974W5oCBJ4AaABAg,5
May his soul rest in people he was the greatest 😢,@abhisonatun9,UgyV6WUUnBYIxJrmIEt4AaABAg,2
R.I.P Technoblade❤😢,@ItsMarla-Fragoso,Ugye9UnTBL4cYBUr6RR4AaABAg,1
WHY AM I CRYING,@AlexKuz,UgyEEt3PfH3NfQkbx9V4AaABAg,2
😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,@ThomasJohnson-x5d,Ugy6FwdjVdG1_fmhmjN4AaABAg,1
rip techno we will never forget you king.,@sandfalling,UgyzmoajKl1zN4HQiLR4AaABAg,1
Yo...WHENS THIS MAN GONNA REINCARNATE???!??!?,@flowers6666,UgyVxLb9jGto7-aqvAR4AaABAg,2
Rip Technoblade my you Rest In Peace,@letrantran5510,UgyfRgcdgAepvPaZfxx4AaABAg,1
o7 king you will always be missed 🐷👑,@Cat_snow12331,UgyeTnXhZpSsKwdNOb14AaABAg,1
o7 to a fallen legand,@juliankingcelestino6485,UgzpmyDExsl7Df4wQ5N4AaABAg,0
"One year later....still crying....sleep well our king we shall carry on your legacy!. 



Fly high technoblood

""WELCOME HOME FECIOUS""

-Technoblade.",@vanlalhriatpuiajunior5014,Ugxef5XnnSo64VvVepx4AaABAg,3
fuck... I wish he could see this. TECHNOBLADE NEVER DIES,@codyhooper6267,UgxPN3PmzR_nuMI133Z4AaABAg,4
Anany one in 2024,@resalinamonte2077,Ugy_PCCLNmE--53QSdZ4AaABAg,1
Technoblade never dies,@Lxdglitch,UgwizBkiS4DVPxUUExJ4AaABAg,2
Rip techno you live on in our hearts,@BreannaBouchard,UgxI_-hJx1EJ4qU4jBB4AaABAg,0
"Thank you for making this.

o7 to our Blood God Technoblade",@Blackhole_T618,UgzGTSrpMmUnQDi-QHR4AaABAg,0
anyone here in 2024?,@edwardsinggih2395,UgxQi361ZqLyocMlUd54AaABAg,0
"after all this time this still hurts we miss you tecno😢
you chaned my life thus i will never forget you",@badtimes6653,UgyNQtMuXlx_ksPHC3N4AaABAg,0
2 years man even thought i never knew him personally he was awesome and helped many people through times of sadness. miss u man,@YukonCCReal,UgwixL2nZEg0i1vNGGx4AaABAg,0
"I love it  I love it so much 
I think this song was a great choice. 
I think it’s been almost 3 years now I can’t believe it",@HelenaSypka-me2sz,UgxsvfDgryu520fQLjJ4AaABAg,0
The part where the crown is covering his head is such a cool detail,@EmilyMcCann-b3o,UgzvJSzWjdS0oInyBY94AaABAg,0
"I know this is a late comment, but this put me to tears",@Proballer010,UgzVQQpFuzlx1ox70Qd4AaABAg,1
Glory to the fearless ruler,@Iplaygemes,Ugwi4jPfZuA0y9znFgZ4AaABAg,0
We miss techno so much. Such good art :),@AsherTheFrog22,UgxpgOrAjp5UvwfKWwp4AaABAg,0
Now here's my question has the dream SMP been the same ever since technoblades death,@Skech.and.thesquad,UgyflXb3V2GX5KIkCzx4AaABAg,0
we miss u techno,@NerdNuggies-fw3kq,UgwAYDNu1vsgpOjpKpp4AaABAg,3
"I cry every single time I watch this, the song with the animation is absolutely amazing.",@Glaciarctic,UgwdgAQYQK9XIWbmoDx4AaABAg,0
R.I.P to technoblade,@ULPLAYZ,Ugzn6D4cFbLld13Sy5Z4AaABAg,0
He made my legacy,@ULPLAYZ,Ugxkony3aBIqwuCa8v54AaABAg,0
I grew up watching tenchnoblade and watching this makes me cry and look back on memories. Thank you techno for your support and blto bring me confidence u inspired me to play Minecraft,@ULPLAYZ,Ugx_lHMqSuTd9GE23Rl4AaABAg,0
😢,@keystorm3646,Ugy1roOwKrUUFex3YAF4AaABAg,0
2024 ANYPNE!? Can you believe it!? Lets make the blood god proud! Lets make the rest of this year one to be proud of! As he would want us too!,@Ghostingalong-xx9om,Ugycr7ouvPImuGflgF54AaABAg,0
Who else started to cry😢,@angelicabaucco5341,Ugxuez60nZfRa3txQPZ4AaABAg,0
Technoblade never dies…,@Etwo-the-shmoo,UgxVx-Rsqf3LhtedBDJ4AaABAg,2
Technoblade never dies…,@Etwo-the-shmoo,Ugxca43HB7lLBQVXQEl4AaABAg,1
Technoblade never dies…,@Etwo-the-shmoo,UgzB_tSLxTIM7fd5pB14AaABAg,1
Technoblade never dies…,@Etwo-the-shmoo,UgwsVB72hEsNSfOLZY94AaABAg,1
Technoblade never dies…,@Etwo-the-shmoo,UgwR0FC4zxLgCIFnMDR4AaABAg,1
R.I.P Technoblade!!!!,@AngelineTan-s6s,Ugw-LkadYUx3F35MNrh4AaABAg,2
"I always laughed at his HATE for Lucas 

Rest in power techno <3",@Hazel_Heart24,UgyCpDTTaPvRCYKQsI54AaABAg,1
"I want to say, damn cancer to its core",@Irdklol425,UgwmY1WYzCpE7h33KFN4AaABAg,3
Man... I miss him... He has been an enormous part of my childhood.. a part of me died when he did... I haven't cried this hard in years... Rest in peace... We all miss you,@StephenNolet,UgyT7r5FIUrj3zGWek54AaABAg,1
I’m so sad😢,@AnnikaRabi,UgxFOTYj2jNMZrZEPXV4AaABAg,1
i cant believe its been 2 years already,@catgirl-zb8oc,UgyzaNLAQmNntBq1TcZ4AaABAg,2
I feel that this is a perfect song for techno. Technoblade never dies,@jackwatts5506,UgxW05SKaOTNYc3G5It4AaABAg,1
I wanted to thank you this is one of the few tributes that doesn’t just make me cry but also let me remember all the good times.,@jacksonman9949,UgxaCOKzEwmvrv5vVoR4AaABAg,0
"Technical will be missed He was the best Minecraft player and always will be he was the king of Minecraft I never got a chance to speak with him, but I hope these words reach him in heaven Have you conquered the kingdom of God yet",@Ultimatesqueaky,Ugx3kqea159jS2FdnmN4AaABAg,0
Technoblade is still with us in spirit always respect Techno Never dies,@MrToffees,UgxUsmQ0XjDkvmjYVB94AaABAg,2
"One of my biggest regrets is that I only found technos
content this year rest in power king you're grinding Heven now 07",@jafaDoesRandomness,UgzIDdxgUXLNbcpMYhZ4AaABAg,2
Rip techno we love you very much and this made me cry,@TimerpokeTp,UgzI_gfjKudmxPO8CJ14AaABAg,4
Technoblade never dies remember that he will try to take over god land,@NatalieCupido-tw9ll,UgxPaJtfiFAbswyfd-t4AaABAg,4
Technoblade never dies...,@Victoria-jj8dk,UgzeIaZfRfjcxW9QmOx4AaABAg,4
Respect to the ledgend Techno,@jaydenfu981,Ugz59mPL5mvmp3xM1vl4AaABAg,3
TECHNOBLADE NEVER DIES!!!!!!!!!!!!!!!!!!,@Mootchart,Ugxdo2WTT4K1rPegCPV4AaABAg,2
"It's been nearly 2 years, and it still hurts to think about. But at least i can take solace in the fact that he will never truly be gone. As long as the memory of his amazing content stays in the mind of at least one person, he won't die. Which means, of course, Technoblade never fucking dies!",@jzxgaming6887,UgzH3SznaqnLpA-NugN4AaABAg,6
So beautyfoul,@andreasili7129,UgynUT3SoxUwjBSdxHB4AaABAg,1
i love this,@AidanBurchell,Ugx-QPZ446JuAo6UGa14AaABAg,1
"You've got me crying here, not only did I understand everything, I was balling my eyes out,❤❤❤",@AkyeSco,UgyiNgvDW7Qj93AnbLx4AaABAg,1
theeeeeeeeee llleeeeeeeeeeeeeeeeeeeeeeeeeeeganddddddddddd neeeeeeeeeeeeeeeeeeeeeeeeeeeeeveeeeeeeeeeeeeeeeeeeeeeeeeer ddieeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeees,@AngelineTan-s6s,UgxQeoFbIS4qx__m5Ah4AaABAg,1
Rip man I didn’t get to watch that long but it still made a big impact to me,@ThePugLord-m8o,Ugz17ZV1tAGomSzbAYJ4AaABAg,7
