Comment,Author,Comment ID,Like Count
Nice Product! Have been using it since for last 3 months now. No issues faced.,@cromanxx1,Ugzl88O3FtRzocLVFNJ4AaABAg,1
Its really amazing. Exactly the same experience which I heard and described.Macbook air is really best and affordable to all in broad range of costly apple products...!!,@momoamen2702,UgyN5TjuGLMPhn6RxFN4AaABAg,0
TSimply amazing! The best ever battery backup! High performance. And not to forget amazon packing and safety for your product is incredible. Love the way they care for your product by the time it reach safe in your hands.,@Damien-l9y,Ugxsi_zr3IyzR2cdOph4AaABAg,0
Got it safe.....when i ordered i was tensed as ....i thgt it might have cracks....but amazing product....thanku apple...thanku .....amazon....thnku for the best courier service,@tastytae,UgxfL3I_IB4T0bnmNhZ4AaABAg,0
Don't want to mention anything for apple MAC book :) Super product,@MrKingtyrant05,Ugw6rej4GLeBT2d4KSh4AaABAg,0
Always apple is the best product.build quality and software works together.u can’t use this one for media purposes.its one time investment for office use.,@chainofheaven,UgyksEASz7ioYbUUamd4AaABAg,0
its a amazing product for a normal user....amazon had a good packing also,@IvanPlayStation4LiFe,Ugy55vEunW6bAy9tXF94AaABAg,0
excellent product with good exchange price... I like product and service,@Zeppelin9113,Ugyv3rnO24wqv30yijV4AaABAg,0
What a fine piece of design and engineering! If you can get this. DO GET IT.,@Ginx-pe4si,UgyTN3UopJBaov2Ej5t4AaABAg,0
warranty details are fine upgraded to high Sierra performing well.. not using it heavily but yes Best Buy for the price. Will update again after usage,@CryptoFishing,UgzUbD_BD-Zcx-pWzMZ4AaABAg,2
All works fine. No issues or defects till now. Its nearly more than a month from purchase. Nice packaging. Perfectly planned delivery.,@bc0601,UgxyHaNvh7-_Ww15NIV4AaABAg,0
Loving it so far...1 star less because the capslock key is a little defective...doesn't press at once.,@davidnorth3411,UgydihxtprmFZ-hn4kh4AaABAg,0
was looking for a light laptop for multimedia use. perfect travel companion. as I was already using iOS ecosystem. was nt tough to shift from windows to apple.,@SaMo8929,UgyW_WsuJ-t2bUGa3FR4AaABAg,0
Best rate got from market value for money great quality,@SaMo8929,UgzLHXwiS8Q8WgHaAJp4AaABAg,0
Not much to be said. apple is always great in quality and the look and feel!!,@BriansWealthJourney,UgyrrqGxlZ9saET1Ei94AaABAg,0
10/10......the best laptop in world. apple products are amazing. you will never regret it buying.,@utkarsh1229,UgwSroXZPJj0_N0mn1V4AaABAg,0
Fast Processor & user friendly Amazing Battery life !,@kennyr3751,UgzPfxLnBlqyqpmeV594AaABAg,1
Very good and light weight laptop. This is a perfect choice for bloggers. Excellent battery life.,@PacoOtis,Ugy7tDNP22F8FdCPtAZ4AaABAg,0
MacBook..nothing to say. I have been using it since last 4 months.,@annaa6259,Ugzm9E6M8K4KpGcO4iB4AaABAg,1
Great product. timeless design but flawless. Apple has been best at making things which do what they are suppose to without much fuss and pomp,@chevyakacommas5961,Ugxhd96dPZRvCejcFq14AaABAg,0
Best decision I have ever made. Good purchase.,@MazlanTajuddin-yx8yz,Ugx7g6u3CwzlHOqjJsZ4AaABAg,0
Am happy that I switch from Windows to Mac,@ScaleScarborough-jq8zx,Ugw9GZhCKHBnPwwQ8rd4AaABAg,0
First time using Apple product. Amazing experience. Loved it,@tigerlancer,Ugz8hKrQHCvIscFdpiN4AaABAg,0
Its a fantastic machine. very smooth touchpad. fine keyboard and awesome performance. Now I will never switch to windows and thanks Amazon for giving too much discount.,@BAbari-h7r,UgztyH6Qd6LivHHiXUZ4AaABAg,0
Great product as usual from apple. I ordered it for my wife. and she is loving it :-),@ns2304,Ugz2XuAzPcUFlT3U9Al4AaABAg,1
Very good product. Perfectly packed & delivered on time. Working good till now.,@everydaytomorrow,UgzwQjAWMslb1yxNjax4AaABAg,0
One of the Best MacBook from Apple. Thanks to Amazon for fastest delivery and very Competetive Price.,@SPECIALTRADER1,Ugy2Aj79wdYtnimMpqx4AaABAg,1
The Mac was good but the mouse pad are not wrking properly,@mnz6324ify,UgySq75UgmczX8uzk254AaABAg,0
Good product. But we are not getting on line support for any operation issue in macbook.,@Newperson-x4q,UgzZK9-L1Uzah5nlU1B4AaABAg,1
Finally a MacBook possession. Worth every penny. A must have for all those who can afford. Got it in 50k in Diwali sale,@The3Kway,UgyKegLbN3dJr4faWXd4AaABAg,0
Really good is and it is very smooth everything works great but stuff like display and design must be updated.,@stevemiller4292,UgxC1Ngq3e0j-AvslA14AaABAg,1
Amazing product by Apple and great delivery by Amazon. Kudos to both,@daysonta,UgwhsgcMsoZITRNQ1uV4AaABAg,3
Excellent product and good delivery turnaround time by Amazon,@caroleanroman723,Ugyu6oLQOCw9fyqObDN4AaABAg,0
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,UgzKypxyBLPwiS0zvAl4AaABAg,0
,@saplayanordekqwe,Ugxh4md7I3eTi1dbZ2l4AaABAg,0
,@vortexreducer6372,UgyrOaat7jlOcVkE07h4AaABAg,0
,@saintmagiwasheremdkd7164,UgzySDh2s207giEZeo94AaABAg,0
,@maypertv9331,Ugz96OcJxxGDynhCZ_14AaABAg,0
,@eminalitr2144,Ugx4oZtzrlzfkk4UomZ4AaABAg,0
,@ANZILKASHMIRIINDONESIAN,Ugy44OzYU-ZWo-bvUYB4AaABAg,0
,@furkaninci..x,UgyUaimyBkhGa7U6J3d4AaABAg,0
,@mustafayildirim3216,UgwRY6aHUb0JgQcMhaN4AaABAg,0
,@statusraja6181,Ugwlapvvj0N7OUgzIGJ4AaABAg,0
,@Obamaistoast2012,Ugx0tJ0y4FNAsTQw2lB4AaABAg,0
,@mikeroller6252,Ugz-zXSNkfmbWMVJ3yJ4AaABAg,1
,@quartytypo,Ugz4KpDXB4yRvOlFiHd4AaABAg,0
,@theguardian308,UgylEWuKNMqP5FRgz8t4AaABAg,0
,@dwsscotty,UgxdKZrJvm6Oga9cjPB4AaABAg,0
,@mikkosutube,Ugxyhf303FCLj1F75Ul4AaABAg,0
,@djrj9367,Ugw0smGHHLgnusxFVdx4AaABAg,0
,@nemy2k,UgycDRZNmYm9xeIdB5Z4AaABAg,0
,@moniquewrites9046,Ugyx1akuvG4WBKluUuZ4AaABAg,0
,@ronald1111,UgzPXriJ7iuD7KZYSdV4AaABAg,0
,@MrVisde,UgwqSZeGbodb81K2uDp4AaABAg,0
,@thetruthhurts4147,UgzyI_iG55LhBj3Ddrh4AaABAg,0
,@yunusekici8204,Ugw-ULfA48M-7F1zkKt4AaABAg,0
,@sarkdelisi5448,Ugz5ij5PHCPdQ_br_7d4AaABAg,0
,@hiphopsokakta2104,Ugw12FAfmoOxow_Atrh4AaABAg,0
,@semaavc5824,Ugz2NhIvTcBvF63l7uN4AaABAg,0
,@stark-editz,UgyPSsutscJ4CbCNeMF4AaABAg,0
,@savage3874,UgymPRklehMMBph2Hb54AaABAg,0
,@gxktug8512,UgyhLS4rFXqUe3W8kUp4AaABAg,0
,@bosyapma9986,UgzqQ7Zaxo7mO67CRZN4AaABAg,0
,@steveh5005,Ugx6D8JMwQtDwA_C5S94AaABAg,0
,@Booboobear-eo4es,UgwT0t0vfgypma1eHP54AaABAg,0
,@dreadfulonmonday,UgwVRHSsO6UEumMVFXJ4AaABAg,0
,@rayleigh8,UgzsytKTFCvwjg8XXD94AaABAg,0
,@Sideler74,UgygaaHxu6WmfohzHuR4AaABAg,0
,@marktompkins565,Ugysw6G8eMNKHYykTyZ4AaABAg,0
,@gregorysagegreene,UgzBEWaKkIhj9decHQl4AaABAg,0
,@jryer1,UgyoDwu6m_CkpaZuGpN4AaABAg,0
,@MrGoyabeans21,UgzPlqLz39UxiHOtQPp4AaABAg,0
,@nickyc829,UgzdQKotCzMT9JBEi_94AaABAg,0
,@leftenanalim,UgzCPTQcRYsWrYin9mp4AaABAg,0
,@mikev1150,UgwrAkLczgi5OzH4EjJ4AaABAg,0
,@kokomo9764,UgxstTsaSdh8y7ZEfEF4AaABAg,0
,@hicksa1,UgwZ6SDfGPPxvFlWrpt4AaABAg,0
,@jimfleming1979,Ugz-ks3WDTGBdd1r8GR4AaABAg,0
,@edwardproject9706,UgwQnkTEEmciMSH95CN4AaABAg,0
,@อภิสิทธิ์แก้วกรม-ร7ผ,Ugw2mNpdNIZsPIz7gLJ4AaABAg,0
,@Randy_Savage_ohyeah,Ugw9cyy1lwzgJCmBde94AaABAg,0
,@Randy_Savage_ohyeah,UgyAmK2brRQsQcyRXNJ4AaABAg,0
,@kennyscharf6557,UgzuzzMPMqx7OsViACR4AaABAg,1
,@kennyscharf6557,Ugxa0ls6Z0497fePIcl4AaABAg,1
,@annarecommendingcelviccode2389,Ugx6QB7Kp8n3jcauFrF4AaABAg,1
,@annarecommendingcelviccode2389,Ugz6-wvuxn0QBxKt5g54AaABAg,1
,@annarecommendingcelviccode2389,Ugzjt7L0qE4dpPGtXv94AaABAg,2
,@ironknightgaming5706,Ugx3S630GKnYIgZXLn14AaABAg,0
,@jasongreen3957,UgyDUYYFuiGAgHC4YkR4AaABAg,0
,@jasongreen3957,UgyV_5HLHl3G7iTtqZF4AaABAg,0
,@kristazieschang1205,UgzH5oIRv4FSoLI99lh4AaABAg,0
,@heymikeylikesit1,UgynmeX-V-V4NYlg_rR4AaABAg,0
,@davidwilliamson8502,UgzZoKVboBjIKv8hyll4AaABAg,0
,@abdstd6469,UgyjkjlATj_3-9y9--V4AaABAg,0
,@Entity-dj6vy,UgzMPyp0PwjeROsHDkJ4AaABAg,0
,@dawidparkitny1558,Ugx93CT6H266blseg854AaABAg,0
,@RJPlaysGames,UgyxTUPvxx8j63oLrWJ4AaABAg,0
,@volkancm4561,Ugyr4YHe0zzr8EH7dsF4AaABAg,0
,@MBMBMBMBMBMBMB77,UgzMZeTTJ4WJz9bY5Et4AaABAg,0
,@yogyasahu2372,Ugx-c0Dzx-a1mUmhwF14AaABAg,0
,@reachyou6245,UgzLGhT9bIw1agACobp4AaABAg,0
,@YASINA38.,UgwgND35V6v6Q0Mo3TJ4AaABAg,0
,@im7asn,UgwLClmWaiMzoBu5GF94AaABAg,1
,@DanFinkJr,UgxisYhl_UNY9EUGbd54AaABAg,0
,@kallachnadra,UgzWdvZ9iAoAplHDOJx4AaABAg,0
,@tarunkeshav,UgxYhPsb9TRbj-2GEGB4AaABAg,0
,@deluxeasshat8547,UgxQPDGDOXkjZcdSLpp4AaABAg,0
,@frostygoob1508,UgzKjmgQJ5f9h8BF0D14AaABAg,0
,@lfischer8380,UgyTwNqppXcos0GmLKN4AaABAg,0
,@KONAMAN100,UgwonvOUopQlZQgEnxN4AaABAg,0
,@HUNR-up4gt,Ugx5_78h1E_5UfYTbm94AaABAg,0
,@gandhithegreat328,UgwgZnj1hMunjIGVmWZ4AaABAg,0
,@rodman0088,UgwQQivX_DhsEAK3rr54AaABAg,0
,@tonyarana3847,Ugy4sJo5aLbvsEnXAmZ4AaABAg,0
,@havdaironman,Ugx_FuC5Deq2PEu0COR4AaABAg,0
,@oldpicker49,Ugz2GWJrbRXWu0Kh5WJ4AaABAg,0
,@flobie1kenobi,UgwyKc500Z8Y3DxQueV4AaABAg,0
,@mikecrawford73,UgzhPz7OnIIPVgZnUgp4AaABAg,0
,@erfroot3829,UgyB5mzT7QYhDdoQofN4AaABAg,0
,@marksky9724,Ugw_TaU7GM2NfgMJOjJ4AaABAg,0
,@borood1188,Ugz_sGPTPAdQQEqi44Z4AaABAg,1
,@kwokleongawyong1064,UgzrKfhHejXcwENI1fV4AaABAg,0
,@marionmassey6650,Ugwk5N83uOBpLyazr0d4AaABAg,0
,@AMBD90,UgybFx-OkLH0KTILVf54AaABAg,0
,@simbarashemugarisanwa6464,Ugzm-W0fhV5asQeJXT94AaABAg,0
,@jimziemer474,UgxNaA3HCkM4CW4a3Ax4AaABAg,1
,@christinalynn8143,UgwsOY-HXpFh6GYUy_N4AaABAg,0
,@carlegerard8382,UgwUUCfV20sS176oNuR4AaABAg,0
,@ricardoams,UgzBMwhof2On4ON0N994AaABAg,2
,@Uzbek_tilida_filmlar,UgwU4uXnPZbqowI7zSl4AaABAg,0
,@sleong,UgwxZEq1HQwSRI664QN4AaABAg,0
,@zacklily7962,UgzQukYGSF6DvKKvBLt4AaABAg,1
,@wk4240,UgwymWT9-5xUmpXzLyt4AaABAg,1
,@thefpvlife7785,UgzDyX3S8kZmsOmSXvZ4AaABAg,0
,@robgolej5831,UgxoAqcW8i16GAbO4fd4AaABAg,0
,@williamfowler616,Ugw5BryGt_tOqNBG8FR4AaABAg,0
,@SATOSHINAKAMOTO-gu9jk,UgwnlYRgCEzuFAzCs194AaABAg,0
,@borghorsa1902,UgxJwUHXkXZk3AypBvh4AaABAg,0
,@mohammedalsoup1106,UgwhQfR7698PtVeQP5x4AaABAg,0
,@alibekqoqanov,Ugxtxsd_J_JlpckFsQh4AaABAg,0
,@dexteretoy,UgzbHJ3zweVeKqwNqU94AaABAg,0
,@RichValrek,Ugz1V5vJFoLEpXxjZTx4AaABAg,1
,@Livenow0666,UgxD4YralIDO-4zuSiB4AaABAg,0
,@hiersdable,UgxVMv9X9vBbRlXzOCl4AaABAg,1
,@Sucio3,UgzVd1_IPpP-2diqs-B4AaABAg,0
,@normbograham,Ugwn2ZiYPhBKGvBaglt4AaABAg,1
,@largeformat942,Ugz2i0TBubVHem0u1kt4AaABAg,0
,@ItBeginsAgain,Ugyj6MnZeaTVf3QC6Nd4AaABAg,1
,@ItBeginsAgain,UgxruQqC8Bc0rRpuIx94AaABAg,1
,@dustinredeagle9465,UgwFqFFc1U_LSUvu-SF4AaABAg,0
,@seanharkness8589,Ugweq2hjj-txqkLu6Sh4AaABAg,1
,@niwelezlusch9610,UgxNzFLYIACwJ_C2XcB4AaABAg,0
,@donnasRock323,UgwOcjq50ds_khBKxsd4AaABAg,0
,@TheInfiniteRabbitHole,UgyI2OKjB1v7r2t4lBB4AaABAg,2
,@pyro5263,UgwvThQxjqdsSzHnyHF4AaABAg,2
,@carolsmith6253,UgxsH0cGK9bMDVogQcF4AaABAg,0
,@wutwut637,UgwbRQi-z3cF1AY1yM54AaABAg,0
,@brismith2728,UgwCgSnrjFuAEvoaeYV4AaABAg,1
,@Callmedaddy1,Ugwj6wllPWbRRVz9bCh4AaABAg,1
,@randanderson4710,Ugz2vpTt9xGeQt-zovp4AaABAg,1
,@honorladone8682,UgwtXwUnaAPp_s9t4Gh4AaABAg,1
,@seygra20,Ugx2XrKVSN4o5bJHIP94AaABAg,0
,@johnchin1456,UgyrLLuRFMIp5WVWkgJ4AaABAg,0
,@aremare6314,UgzH_q5m4F_GHBa9I_R4AaABAg,0
,@RodCine,Ugzf6l2XqQ-QixUKfuB4AaABAg,0
,@inboxkelpwebonig6533,Ugz2OWHgXPYDOBC-iuB4AaABAg,0
,@inboxkelpwebonig6533,UgzjlsLNkBcUDCBXA5Z4AaABAg,0
,@jrelax8236,UgwGwr2KIhsc8pnza4t4AaABAg,0
,@diannanagelvoortsaltz469,UgyvZdegNmCak5EFcId4AaABAg,0
,@toussaintlouverture5149,Ugy5fv7Qv2eRSS92vAN4AaABAg,0
,@Creations-hj2kq,UgxEC9wNnU8GXIwrz2R4AaABAg,1
,@fredericklee4821,UgyxhDkymyfH_iUNwVR4AaABAg,0
,@Gigi_miranda,Ugxty7Wc56slUne-ZId4AaABAg,0
,@SymbolofPeeace,UgzjiAdlRd_QO6PEYJl4AaABAg,0
,@SteveinSanFrancisco,UgyyURXlLjDEnfLOW7Z4AaABAg,0
,@eduardodoberti2956,Ugye65hNoosTjKQStjR4AaABAg,0
,@skyounkin,Ugy7Vwk2mR1COgyIPol4AaABAg,0
,@jeffpittel6926,Ugwz60KXq9lqdGlqWup4AaABAg,0
,@douglasbruce6491,UgzFYEQ13pTB37fHOOl4AaABAg,1
,@gordlawson11,UgxQZDXcrJ2idiiUVnd4AaABAg,1
,@lanaistheneworange3013,Ugzce5ETuyIz0BGIft94AaABAg,0
,@rod7139,UgyG_OCp69OqmJcELxN4AaABAg,0
,@hammadallana3606,Ugw-9t1GcLUarlCwxBl4AaABAg,0
,@johngarduno,UgwdWL_6TW-fMXM4_bR4AaABAg,0
,@trouble8280,UgzptlSCYTYejjSQwmR4AaABAg,0
,@rvkice23,UgyyBdP5qGmcNR89yNV4AaABAg,0
,@dreamlify8,UgyJfWTLvRqy_n5dQDZ4AaABAg,1
,@OpenAirOutreach,UgwqiK4QkNjI7uGlU2t4AaABAg,0
,@Rossithailand,Ugztl-VznIXrnx5lt1N4AaABAg,0
,@hanssolos3699,UgxULl3M0N47mIW0kMt4AaABAg,0
,@verybad6425,Ugzwus3qEH4bFRUTw2Z4AaABAg,0
,@reddog3640,UgzhkYJ1F58jlALOtG14AaABAg,0
,@angelinelou4167,UgzpMQZg6KknKX6CCZB4AaABAg,0
,@joannharris4820,UgzgaghRYbDLq8zGBcR4AaABAg,0
,@pacoramon9468,UgyTI8wtlkoIIs7tzY14AaABAg,1
,@skepticsanalysis528,UgyWaym5c-2xEk6DF0N4AaABAg,0
,@anonymoushuman8443,UgzySOeVW4-P8E-w3A14AaABAg,1
,@luigi-dr9nu,UgzSBn6WwQB3TWt_qWB4AaABAg,0
,@raymondlong9324,UgzQVc0hFCmMD2YiI5d4AaABAg,0
,@myplace179,UgyvuAmQFh4hj97VAgF4AaABAg,0
,@khadeer7,UgybKcI6MjZHdodd7Tt4AaABAg,0
,@williamlau2405,UgyBUvB1TQOFt4eTHYN4AaABAg,0
,@alanhawkins808,Ugy23ZzD5WOIS-r1Vu54AaABAg,1
,@hanulj531,Ugwcv32mNGJFINpOIxF4AaABAg,1
,@craigbmm4675,UgyOaPdkiHklyf4niMR4AaABAg,0
,@garycollingwood4002,UgzDIPA7adphD9ePzm54AaABAg,1
,@garycollingwood4002,UgzVr5y5iUbX8Mc7XRB4AaABAg,0
,@opertinicy,UgzEdF6j9x70g6PNEHZ4AaABAg,0
,@hendersonclark4987,Ugyx_Qw78XQw_Trs5IV4AaABAg,1
,@pjmichaelsrocksyou,UgyNVmBWZyRfPoM0gLl4AaABAg,0
,@don-cw1yz,UgxtZakCVeIjzFnGXmt4AaABAg,1
,@bruceedwards2069,Ugw0pkKDQuOm0umPimF4AaABAg,1
,@jeremytheoneofdestiny8691,Ugyav7yoFUGbKqSjkPl4AaABAg,0
,@mariej.richard5114,UgzCBiofIkjcmXeszrt4AaABAg,0
,@macdaknife5160,UgxLDKRLJ2UsJmB6Sjx4AaABAg,47
,@peterktori4834,UgxjgplpHOFZ1Z-y7zB4AaABAg,1
,@jackd.benisi5356,UgwBKBUB5ofUYegaB8R4AaABAg,1
,@martindemeter4379,UgyhCm7QQrPzG51PtIx4AaABAg,1
,@martindemeter4379,UgxmlNJjkTCfZuPC2ox4AaABAg,0
,@jamesmooney8933,UgyngmwoJMY1Q4PvcWV4AaABAg,0
,@dustincaso6781,Ugw6xE14cCLA0_3QsTN4AaABAg,1
,@handsomeblackman255,Ugyauv0WMjuXZkCXJLJ4AaABAg,0
,@gilbertgarcia856,UgwfPpLKbdQIqsa0n3N4AaABAg,0
,@Snowcat-rg7bz,UgzwEVk2xvUD2tEKqOV4AaABAg,0
,@Tom-kt8lu,UgzQIvqzrnFU8VotSot4AaABAg,0
