Comment,Author,Comment ID,Like Count
What a visionary ❤❤❤ Nobody could have imagined how this product changes the world one day!!,@hariprasad181,UgytOnKklfjTGqvlDq94AaABAg,1
اللهم صّلِ وسلم عَلۓِ نَبِيْنَامُحَمد ﷺ,@Waled1994w,UgzuXFWRbC60_lUm3-d4AaABAg,0
This moment fucks the hole World,@Premium-eo5bp,Ugym30KriblgtHlqgCR4AaABAg,0
Imagine being a starbucks employee and you get a call from steve jobs ordering 4000 latte's,@emile6351,UgzZPAaIKr6BdlI4VXl4AaABAg,0
"Let go back to Nextel, blackberry pearl, razor, Nokia n95, sidekick…I’ve had and still have every I phone from day one. Beat phone yet hands down, sorry Android!",@adamsdailydriveway,UgzEJBtPMEgzYVUSc6d4AaABAg,0
Listening to all your business. Tapping into everyone’s device. Don’t be fooled.,@LibertyScott-x6i,UgypD0oDYshb_hsOOU14AaABAg,0
RIP Mr Job’s,@KevinAugelloNewEarthFilms,UgyluC6jHQctiHbj-mt4AaABAg,2
Those whom miss the older iPhones are when they were iPhones,@nicksbits,UgzyrbKPWd32bPYkNrR4AaABAg,1
Any Bengali is here?,@rifathossaain1254,UgwwTK6tfY7SrGCElFt4AaABAg,0
bro casually changing history,@nighthawks101,Ugx5USqauYbr1-l81Ud4AaABAg,1
"""I can play with this for a long time"" - both you and billions bro",@nighthawks101,UgxUyKl2qUnJW9GJZ9d4AaABAg,2
"The day all OG phone brand are laughing at this and they never change the path that iphone did,and now who's laughing",@conthought8256,UgwUYf0xl09LBcJmha54AaABAg,0
"where ever you are, thank you Mr Steve Jobs...

Your legacy will never be forgoten!",@user-cg9yu4gx2q,Ugx9qM4k1bQGudNPjxV4AaABAg,1
Imagine the same presentation with the newest iPhone.,@apz1744,UgyjO6w44l79Z0j-l0B4AaABAg,0
"14:15
Why don’t they still make phones that you can use with just one hand??",@jackatk,Ugy-ZZNl9BXUMboymTR4AaABAg,2
17:05 Shoutout to the Apple employee that rated that particular song 2 stars,@brianbaker6534,UgwMjJgblbeI-ZGltVV4AaABAg,0
"Cuando los productos de apple eran innovadores y estaban muuuuuuuuuy bien pensados, cuanto realmente tenian mucho tiempo dedicado y no eran las basuras de hoy en dia, que lo unico que hacen es cambiar el color y la posicion de las camaras. Steve, te extraño todos los dias...apple sin vos no es apple. RIP.",@manug089,UgzbyGJGLe_iXFR8C2d4AaABAg,0
"Nothing Jobs said about ""multitouch"" tech was true. 

Apple didn't invent multitouch screens, (earliest devices with multitouch displays were released back in the 1980's).
Also, Apple iPhone screens were not more accurate than other touch screens available at the time and did not ignore unintended touches.",@looneyburgmusic,Ugy1zZmvVanYbqsv3et4AaABAg,0
Visionnary man amazing time,@jovashaxas548,UgxLRpdMe4NjBVKpSXp4AaABAg,0
BlackBerry destroy Keynote,@KAD9131,UgxYX296YPqRoFAWqn14AaABAg,2
Views,@MrHeadshotSVRK,Ugzf_H4l6W37oRRCu7N4AaABAg,2
한번 재생하면 멈추기 힘든 마성의 프리젠테이션 능력...,@JL-th5rr,UgzhBrExmrACdXeUAqZ4AaABAg,1
I miss these keynotes. The stuff they do now sucks in comparison,@wyo_garage20,UgylEB-8XHr_4oS9Wh14AaABAg,1
這場發表會真的是見證歷史，重新定義何謂智慧型手機，太神了,@Dio82723,UgwgzBgyscmY8RXqKN94AaABAg,0
I like it!,@teddykurniady6159,Ugy6TGPCb_BTdq74U-F4AaABAg,0
"7:38 so why are there many, many out there beyond Apple?",@latenightlogic,Ugz35XBgrHY-V6TrFiJ4AaABAg,0
Just love how he introduced this initially as 3 separate products.  Such showmanship to his presentation!!  He was the best!!,@ONI1013.,UgwLr8IfM7s4VKEm0J14AaABAg,0
"The last time Apple launched something ""revolutionary""",@Krishnashares,UgwIKRZxn7cXElY0uXd4AaABAg,0
We miss you Steve !!!,@djnordberg,UgzH6g4PxoWnYiX0Jap4AaABAg,0
True definition of “revolutionary”,@whoda6,UgzORKo8P6cA_-wgLyN4AaABAg,0
26:53 this would blow my mind in 2007. being able to talk to multiple people at once with a machine that is the size of a slab of butter,@Awarepine76436,UgyN8-5IYaaLlqi17854AaABAg,1
This is the day that ended!,@CptWesker07,Ugzu4W0u0FZB91FhkhV4AaABAg,1
Power of neem karoli baba 😊,@Ragh-x-p7s,Ugy3M-yHQ4Ees_QSPGR4AaABAg,0
The way web page(from other companies) are not optimized for mobile screen show how apple was ahead of this revolution.,@Akash6822,Ugy2KbnxZ_uiEcKmped4AaABAg,0
Our collage teacher asked us to watch this video,@gaminghelper7202,UgyvHzsCrjnOVRmnYqx4AaABAg,1
🎉,@flashfitnessstudio9853,UgwcVo9CPOWoG-jXEUh4AaABAg,0
It’s so ubiquitous today but that rubber banding effect still amazes me,@amphetaminedaydream,UgwQDUmqCEAfa7uXd2R4AaABAg,0
you forget the iphone was not connectet without a cable to the big screen 😅,@Itsmee-chris,UgwZPcNvgamjTlwoIjR4AaABAg,0
"wireline
wireless!!!",@buntypatel2565,UgwOuhVkOTWMH_u0dx54AaABAg,1
Am I the only one who just randomly searched for this video cuz idk what to watch on yt?,@luwees,UgxtGB8NcDrNHUbEYPV4AaABAg,0
Apple 2?,@mataloce,UgyJIm0EW2Cj0z1olBx4AaABAg,0
The smartest human ever of all times in the history,@quikoarth8210,Ugx-qJhY-AT0NMwaayh4AaABAg,1
Just watching this in 2024 is so funny😂,@Jabotti,Ugye12jwN6JoOZ_77HZ4AaABAg,0
Who is here in 2025😊,@TLOBITO,UgxX7vpZHQsG2LlkR2x4AaABAg,1
"Notice how Steve Wozniak has never done a single keynote, let alone even appearing in one.",@BirdLover5-h2k,UgwhilEBfh5Fg0vS4XR4AaABAg,1
"Eh, it'll never catch on",@Superboologan1,UgyQuhOj4h7hApnVI_54AaABAg,1
"I always liked that the first music played by an iPhone was The Beatles SGT Pepper's, widely regarded as the greatest work of popular music ever made. Really tells you what Steve Jobs thinks of the importance of this thing.",@ambrosiaplatypus,UgzNi4uP9gClgXZYvcJ4AaABAg,0
Joobs byl zwyklym oszustem kradl innym pomysly obrcnie iphone sa strasznie zacofane król jest jeden SAMSUNG 😊,@danielgrubich1983,Ugyrf105r-jqPxclykN4AaABAg,0
They were truly 5 years ahead of the competition.,@oniid6212,UgxXZH0CZIVGaq-6DG94AaABAg,1
More dramatic pauses than a dramatic pause factory,@famousatmidnight15,UgwtDTV5k2E5vmrywLt4AaABAg,0
"It's amazing how every other CEO of the competition speaks so highly of Jobs - about his vision, his commitment, his innovation. Everyone was wowed and stunned by the breakthrough product he created.",@sujayphadke,UgyjXOXA2hSiIZZeNaF4AaABAg,0
"Introducing big touch screen with keyboard is amazing. But touch screen kills the creativity designs of mobile phone. Right now every smart mobile is look like same. Nokia, sony ericsson , black berry had cool designs with different types keypad. Its all gone now. But I still love old keypad phones. So according to me huge touch screen is a  cancer and it still growing",@amilakumarawijesena5002,UgyL39UJt180t3DMVVN4AaABAg,0
"""we have invented a new technology called multi touch"". No you didnt.",@Nick-GR,Ugw5SssLTPaZhtFGcKB4AaABAg,0
Clip này thật sự tuyệt vời! Nội dung sâu sắc và ý nghĩa đã khiến mình phải suy ngẫm về cuộc sống. Cảm ơn bạn đã chia sẻ!,@KhanhQuoc-l6l,Ugw22-DsxDwyOb6aF7d4AaABAg,0
It’s crazy cuz I’m on an iPhone in 2023 watching this on an app that before this time wasn’t a thing so crazy,@CaptnTsparro,UgxuW0rejYUpl6FyhkN4AaABAg,1
Imma sell my iPhone 16 and buy this one cuz convinced!,@MrAinEnglish,UgxYiOoIqCG5SNYKilF4AaABAg,2
i can't believe he knew who tim cook was before he died,@Roastremy,UgyEEADFfs2-40TSrhF4AaABAg,2
Watching this it's evident Apple have truly lost their way now days without Steve 😞,@enzudesign,UgzM043TDmjnV6g5Y354AaABAg,0
"It has been my culture, I watch this video every year.",@nyanamdzvt3704,UgwGb5bVktvw_f_Ps0t4AaABAg,0
"I hate the way the guy from Yahoo presented, he tried to make it all about yahoo and felt like it was an advertisement.",@mauriciolandos4712,UgyAsEZZ2-LM-p2J_JB4AaABAg,0
It's funny how a simple thing like scrolling made everyone lose their mind,@mauriciolandos4712,Ugx5AY2fyd8DHCVrK1R4AaABAg,1
I hate iPhone battery,@HaiderAli-ec6wp,UgweGiVNB68zHiY0FJl4AaABAg,0
"Watching this in 2024 ✨! The immersion is incredible, feels like I'm right there experiencing it in person 🤯!",@christianlisangola9383,Ugz27QLOjcvjQPk0a-94AaABAg,1
Who’s watching in 2026?,@leftenentcrittendon3134,UgxpQSFNzfGIKXLP3yZ4AaABAg,0
He was a master presenter and this was a groundbreaking presentation.,@spacemannz72,Ugygl69XJzuSPZNFGVZ4AaABAg,1
8:44?,@mschauki,UgygHQacw-H9XsmdieV4AaABAg,0
"The difference between this presentation and the modern ones (2024) is simply that this Man didn't show/presented just new items to buy but he held a lecture! A friggin beautiful and brilliant lecture like a proper university professor! Clever, exciting, funny, engaging, smart....everything what Apple nowadays don't stand for anymore (sadly). It's  just a shiny (well engineered) overpriced luxury product with bad internal component management like insufficient storage and Ram in their base model configurations (look at the current base model IPhone 15 desaster for example the doesn't get Apple Intelligence wich released with the new OS just one year after the Iphone15 originally launched). Or that useless fiddly new button on the new IPhone16 that doesn't do anything new or makes something already existing easier then before. It's just sad seeing this type of presentation in 2024 man.....",@PhantasusRex,UgzUnlRhl8CRZt2RK2t4AaABAg,0
Watching this on the new 16 feels so weird like I time traveled,@StickyFingers-gu9sr,UgwbU60voGvuEpaIVwF4AaABAg,1
I was using a nokia in 2007. Started using the iphone since 2013 and never changed to another system. Its that good,@mrz_88,UgzF-tc89YpI6KcOznV4AaABAg,1
I love watching this on my iPhone,@MrMattaiusify,Ugz5jfilxCxJAiGFlnh4AaABAg,0
Damn I miss Cover Flow,@GalaxyRay,Ugy7rLAdXHCazhtndZN4AaABAg,0
Two Mega Pixels.....,@AfellowStranger,Ugy3d6o2SuAj70qTyD94AaABAg,1
"The year is 2024, but after this pitch, I'm thinking of buying an iPhone 1",@omertezisci7344,Ugw9kEP7605zVLRSWoJ4AaABAg,2
Jeez it still looks good.,@Mrrobackenson1,UgyU4qS92nAqoWMfyvJ4AaABAg,1
I’m on my iPhone watching the iPhone launch lol,@BicoastalJet,UgyNLW6O8hjLSqJq7w14AaABAg,0
And it was all downhill from here.,@bestmoviesever1,UgxzZhpdW5FCxslWAux4AaABAg,0
"I still remember this like it was yesterday. Apple events used to be so amazing, mostly because of Steve.",@marklechman2225,Ugz-k_9DID_khGPUqld4AaABAg,3
the day the world changed,@yoboyroy675,Ugxb9PR0EVO3-6ex2qR4AaABAg,0
STEVE COBS?? /ref,@Raalnothero_animations,UgzRCKbT3NCJYahy-gl4AaABAg,1
Imagine working at Starbucks and you receive a prank call from Steve Jobs during the biggest tech presentation in history.,@elmirtheflight,UgyrrRBk7FD4aPI3upR4AaABAg,2
It’s hard to believe how many of these features didn’t exist before this.,@awesomearcades1685,UgxTlFsq4x3Nl3uZnlV4AaABAg,1
So much innovation in one device. I miss this Apple,@An0therBassPlayer,UgzKkhRqPueC2tPPoKB4AaABAg,2
The fist prank call on iPhone 46:57 😂😂😂😂😂,@scgameryo,Ugymqqku0t_YLxLm1FR4AaABAg,3
MEGA TECHNOLOGY,@ZIOMEK_1234,UgwA9dWz27zdtUI0rod4AaABAg,0
the day who made the history,@ermannoyoutube2938,UgzaA1O-in3qoStoMct4AaABAg,1
Internet speed😢🎉🎉🎉🎉,@BengaliMaker,UgzXy_QxZdWrM_zjO5h4AaABAg,0
Like how people are shocked by scrolling and pinching. I wonder if people thought when they heard youch screen everything was just going to be arrows you touch,@pumfee,Ugxty0R6jZxR3G22iwF4AaABAg,0
It was working great until it got overrun with advertisements,@jeatmon44,Ugx70W1a5RupK2NnsLd4AaABAg,0
Original OS Interface was brillant!,@UsernameUserlastname,UgzhNFZzO1yKryQNBB94AaABAg,0
He’s very rude do be on his iPhone during the presentation,@benthewheel30,UgyEZvnmJCUP7eKyQht4AaABAg,1
Watching it on iPhone 16,@siddharthadas3431,UgzzPoAUhku4TknD-4h4AaABAg,1
That is literally google meet in 2007 26:53 wow,@ابوجرادة-ز9ل,UgzHaEV28FmoQw7OtZ54AaABAg,2
widescreen ipod with touch controls 🗣🗣🗣🔥🔥🔥,@cape41,UgxcBQWeq1zToKEviLN4AaABAg,0
Still breathtaking when we saw the  'pinch' gesture. True magic,@daniellee8970,UgzVoRUmAb5DYfJv80l4AaABAg,0
Steve jobs was a wizard that day,@SteveMan9231,UgxCxOP866_nMGjkZBZ4AaABAg,2
This got me so interested that I wanna give up my 15pm and get iphone 1 in an auction,@Sohaleiladaily,UgxzfS-M-HYlDPiajxF4AaABAg,0
Watching this on the iPhone 16 pro max lol,@bucabuca9193,UgxjH8CUdyDxqjn-oud4AaABAg,0
Miss You Steve,@imhip510,UgxRvMkKClkyW2dtOoJ4AaABAg,3
Still miss the iPod please REVIVE😅,@Jasonponepaio,UgxAc_uwMT3_vmfOQkV4AaABAg,0
I watch this and the Jay Lethal vs. Rick Flair woooo off video once a month,@juliansaurus,UgyuI9oLwzEjvmju_dl4AaABAg,0
And in 2024 Apple surprised me again with their Vision Pro. Good job 👏,@naomihu9399,UgyhCYfjX6zKJhoGs8p4AaABAg,1
Nostalgia 😢,@fighter2499,UgyiA9OhKJW6nWU2Qmd4AaABAg,0
"When demoing the phone calls with Jonny and Phil, you can see them on their flip phones while Steve is on the iPhone. How nostalgic, really shows how far things have gone.
I believe Steve was put on the earth and went through everything he did to make the iPhone. It has really changed the world. Androids would not have been made if not for the iPhone.",@SteveO3232,UgzfgjIlJ-ekyjutych4AaABAg,0
"I love how he calls it a giant screen and to be fair, it felt like that at the time, but by today's standards, it is tiny!",@Dazlidorne,Ugxw5Nes3aavxJ3vBkJ4AaABAg,0
24:24 the sound of the future if it has a sound.,@Hamoshekabeka,UgyccDWWOIJKrDJ9eeV4AaABAg,0
Iphones did not change a lot since then. Same concept but better and better.,@Hamoshekabeka,Ugz0F-o1QFhy5ktNfvt4AaABAg,1
Steve jobs normalized being online all day long.,@Hamoshekabeka,UgwB9TRuyk39rMcRjxJ4AaABAg,0
"Apple Iphone: We are the only smart phone and 5 years ahead out of its time.
HTC Dream: Well, not really.

Funny thing that Steve Jobs calls 3.5 inch screen a giant one, and it was giant compared to the Nokias and Blackberry and the time.",@Hamoshekabeka,UgxXss5yZ_t30na_hmp4AaABAg,0
"5 years ahead of any phone.
Android: no.",@Hamoshekabeka,Ugw10fPZ_FTTCamnABF4AaABAg,0
46:48 first prank call on iPhone lol,@readybear64,Ugxi5i0ewfQPfvLQypF4AaABAg,4
I've never actually heard his voice before.,@minnvee,UgyRDmlwngMCoG0iPR94AaABAg,0
"""We solved this problem (the user interface) 20 years ago""  - It's now almost 20 years since the launch of the first iPhone. Damn...",@BrunoCornelsen,UgyzeK7rlSXgCKrQjYt4AaABAg,1
"This guy was a visionary who changed the world as we knew it... BUT today Apple is doing NOTHING, just GARBAGE, a bunch of scammers ripping off some brainless freakos to make investors happy... Nobody quite knows what they're doing now besides NOTHING LOL",@CharlieGV,UgwpeiHi97Sy8oA11xN4AaABAg,0
"Compared with Android, Apple's far more costly in the long run as apps needs to pay much more. Not to mention all the royalty cost on accessories. Especially problematic is the port which isn't universal. I'll never ever use an iPhone or Mac. Not cost effective at all.... the extreme greed of Apple. SIMPLY A BIG NO!!!!",@johnnychua6738,UgwVnCkGfMTYnFzti3R4AaABAg,0
Didn't realize how old the office was until I saw this video😂😂,@lolomphahlele289,Ugy-wt5DEI5LLVEhaF14AaABAg,1
Imagine if Steve Jobs was still the head of Apple.....Apple would still be great. They would probably even have Fold and Flip versions of an iPhone.,@DarkKnight-q2d,Ugy06F-yHcj9h3utmLF4AaABAg,0
2025😍,@akjayaganesh8259,UgzRsVVHVi31uTFYy0R4AaABAg,0
"This man did just not make the best presentation. one of the best presentations of the world, but did also invent the best speech you can never imagine would happen. Steve you are a fucking legend!",@kraqh,Ugy4ubHWw5tmYoMkzFB4AaABAg,2
Cadeu,@kraqh,UgydiOrFFsPDuulIAnd4AaABAg,1
Ya - who ?,@zeb8543,UgwIHKTWS0vFUjqdMPJ4AaABAg,0
"Tq apple ,google and best chip from korea.",@tuanliangng647,UgwzwhH1P1A9_5qnKwB4AaABAg,1
That day our lives changed forever.,@stevemuzak8526,UgyP8CROCgGRDKjIAQN4AaABAg,2
19:27 this is getting meta,@iidevilsspawnii6506,Ugx2o4LK4j2xuBmQLrJ4AaABAg,2
"Strange, he missed calendar in his presentation. The summary section showed it as if he had shown calendar...",@MatSmithLondon,UgzTThWNsg2e7L3QO0V4AaABAg,4
Here in 2024 with my brand new iPhone 16 and he almost sells me the first iPhone.,@oqeufh,UgyaWy35smvga-mcxu54AaABAg,2
"It’s quite funny seeing some comments saying how the new iPhones are horrible, there’s no more innovation, etc. We wouldn’t have these advancements year over year if it weren’t for that previous advancement.  We just use these things. People have no idea what goes into producing chips, producing phones, building software to run as smooth as possible. Yet people complain it’s amazing.",@RolandKoller90,UgyWjDvw1kaDVYvSJwB4AaABAg,1
"46:23 at first I thought he was typing slow because of the technology, but this was before everyone learned how to text on phones intuitively.",@space_1073,UgwImXkbzgeDypcOsHN4AaABAg,0
Mayert Pine,@CharlesTruda-m9m,UgxLtGqYR5lKKWzPODd4AaABAg,0
"“It’s got a 3.5-inch screen on it. It’s *REALLY* big”

*Watching this on a 6.7” iPhone 15 Plus*

“We have a 2MP camera built right in” *Audience applauds*

*Watching this on a phone with a 48MP camera lens*",@billofwrights7695,UgyLZ0Guio7fzjvFvfJ4AaABAg,6
1st I phone,@mohammadsharifaziznahid7179,Ugw4oq0BpljBlAX10PF4AaABAg,0
human history defining moment here. inventing the real first smart phone was just as big as inventing the nuclear bomb,@123phobia123,Ugxk0w0TqbjwdbK1rKx4AaABAg,1
"The time before this presentation phones became smaller and smaller and smaller (looking at you old trusty samsung d600 and a800). After this with full screen capability phones became larger and larger to the point we got the new phablet category for the phone to big to be a phone, but smaller than a tablet.",@ronniebots9225,UgwnFpi0Drn9iKDJVkR4AaABAg,0
hmm. had tim come out with something new?,@princeblade,UgyBOKmAbUTXgEmh1r94AaABAg,0
THis was like the invention of fire on the phone industry. RIP Steve. Apple like died with you,@meitoli,Ugwg_0rOGgZuEHz3vU14AaABAg,0
I remember this like yesterday,@danthonythomas3446,UgzCzLSdJ24KXs9CNvN4AaABAg,0
"This is the Mecca of tech, all tech people must convene once a year to rewatch this presentation like a religious pilgrimage",@mankeez5892,UgyEZD1ItNlotTplG-J4AaABAg,0
The best lunch event ever..... The revolution of smart phone is started from here...wow,@nsahoo548,Ugy7KVWZ4rZiDTkkUKh4AaABAg,0
I would like to go back and relive this moment.  I missed out on the original iPhone.  My first one was the iPhone 7 and I am upgrading to iPhone 16 Pro Max.,@typhoontom,Ugy4Lnfw48wd6GFu1-94AaABAg,2
Scrolling and typing was such a huge thing,@drivehackstudios,Ugx9Dk2AnJGamZ8bPN14AaABAg,0
imagine being that starbucks employee who got called by steve jobs,@torikenyon,Ugw1O2FoCKvdSbwZuIV4AaABAg,1
The balls on this man to CHECK APPLE'S STOCKS DURING THE KEYNOTE.,@PestilenceOnYouTube,UgxqZQUZlDs4Nyic5o14AaABAg,1
Good hai bhai very nice,@RahulDas-sb2gh,UgwV2Alk77W005t3scB4AaABAg,0
This was Blackberry’s funeral event.😊,@Dilliwala7,UgxUmFJ6MN4bjfogqgJ4AaABAg,0
3:15 what a comedy😂😂😂,@Mig31-Foxbot,UgxeskA8yHWOB-xIMkV4AaABAg,0
"2024, watching from my iPad Pro M4. Look how far you've come, Steve. I always come back to this moment whenever I feel uninspired, to watch this keynote and feel those goosebumps all over again. It's incredible to witness a piece of history captured in such a modern way. Owning an Apple product makes you feel like you're part of that legacy, following the journey as Apple continues to push boundaries and improve, year after year.",@fred2935,UgwW7v846HBM_10tWbp4AaABAg,4
"If you think about it, all cell phones are now iPhones. Apple did reinvent the phone.",@highlanderwins3328,UgzAvqf8s2i1xzKBexF4AaABAg,6
Since that time I don’t remember that we had been introduced to such a revolutionary product. Steve was great !,@m.mer.,UgziHvmwHadafkyeVa54AaABAg,1
I love how casually he entertained the audience by playing cold open from The Office.,@paddyoddy,UgwxsGtNrTz9onAwwfp4AaABAg,4
It’s 2024 and I still popped when I realized that he was talking about just one device,@CrimsonKale,Ugz0mPyF1qw0m7couqN4AaABAg,0
"Who's here from 1982? 😄 We don't even have these yet, oh and I typed the comment out using my Commodore*64 computer.  🤪🤪🤪😐",@GarrettYarbrough,Ugy9MWrzDB8tnBgBQpx4AaABAg,0
"Watching this on a Nokia G300 smartphone.
🤪🤪🤪
Also have a Samsung smartphone to. 🤪",@GarrettYarbrough,UgwRtdsoT-yzxlLrx754AaABAg,0
Rhcp one of the first bands to be played on an iPhone lol that’s cool,@dxkp,UgyVX6cxdxXpyMSaNAt4AaABAg,1
"Look at me, I got the new iPhone 16! Which looks the same as the iPhone 15.....and 14.....and 13....and 12.....and 11.....and 10.....and 9.....and 8......and 7......and 6.....and 5......and 4......and 3.....and 2......and 1.",@unclej4805,UgwCmY6aJkZuLAUZaaJ4AaABAg,0
Where it all started…,@Antosz44,UgwCvqM0bSrjZ5Gs99p4AaABAg,0
